mlb_id,name,perGame,RAA
518735,Yasmani Grandal,1.5630846523611073,103.94512938201365
452095,Tyler Flowers,1.6936219375204016,79.28860462695512
457763,Buster Posey,1.3312687577467588,73.83349657339299
455117,Martin Maldonado,1.061044981447998,57.01206894316384
595978,Austin Hedges,1.2887077880413769,43.02093208818528
425877,Yadier Molina,0.5741603395465515,40.7016523101155
425772,Jeff Mathis,1.555466339276352,39.720388439760924
465041,Francisco Cervelli,0.7520906198911079,39.210996558642805
488771,Jason Castro,0.8212979261683474,37.79448796641501
518595,Travis d'Arnaud,1.1254890534320603,36.973440894296616
471083,Miguel Montero,1.085341706239331,35.943261285527925
572287,Mike Zunino,0.6831914025632692,35.89146033366134
547379,Roberto Perez,0.9350193078166441,34.322688751333374
605131,Austin Barnes,1.5372783736709312,32.09990972062272
425784,Rene Rivera,0.7777812336174003,27.619789386987502
431145,Russell Martin,0.4800659584791501,26.433391805778964
519083,Derek Norris,0.5918624412225695,23.37915829073272
543877,Christian Vazquez,0.7166421730466469,22.87521816364897
543228,Yan Gomes,0.4201989979660036,21.516289690849216
596142,Gary Sanchez,0.6825451870940881,21.242171312742208
571974,John Ryan Murphy,0.932957585470712,19.977420777684358
424325,David Ross,1.154781446551446,19.658999346091818
545358,Max Stassi,1.3272690210046552,19.594472557091724
435263,Brian McCann,0.33838259193112613,17.866939236555393
543376,Caleb Joseph,0.3845727980985339,15.395602826278608
446653,Jose Lobaton,0.7328274814526733,14.814840365047242
519222,Austin Romine,0.5704995008247704,14.720028120280729
608700,Kevin Plawecki,0.5128265059965369,14.664273938970974
455104,Chris Iannetta,0.3032799018831679,14.52104170216608
595751,Jorge Alfaro,0.7226726498855965,12.975587428695887
456124,Erik Kratz,0.8867162772387176,12.85472587112969
491696,Jesus Sucre,0.4192142148406502,10.649298699597038
444489,Manny Pina,0.3133198499950573,9.001052650658007
607257,Raffy Lopez,1.1808554206610036,8.795011173083155
455755,Chris Stewart,0.46676199416185493,8.566949640846687
467092,Wilson Ramos,0.13963304171477073,7.614189764706448
592200,Curt Casali,0.36261985086848036,7.5236366658192315
594828,Evan Gattis,0.5236207218891372,7.451646493204312
571912,Luke Maile,0.24169159390976988,5.271777046359901
435064,Bobby Wilson,0.21935526028539476,5.163842182378478
506702,Sandy Leon,0.1306868213060699,5.14487878117736
542208,Carlos Perez,0.19280285358862778,5.051627566875637
547172,Tony Wolters,0.18619406008412304,5.0022896182200505
542908,Jett Bandy,0.240032893488199,4.501336851584196
608348,Carson Kelly,0.5291746689793376,3.941292934558107
492802,Juan Graterol,0.47504427299280494,3.790853298482584
518700,Eric Fryer,0.2862108261393551,3.616273788270752
435559,Kurt Suzuki,0.05067874549663872,2.6961092604211805
572180,Andrew Susac,0.23455087073976208,1.7157396194613597
474233,Hank Conger,0.09690444158623181,1.5079300155233533
600474,Pedro Severino,-0.022014950451404062,-0.28401487577356377
622194,Bruce Maxwell,-0.046691309640257535,-0.738983357676356
572033,Josh Phegley,-0.04173892325787608,-1.0325374835533385
592663,J.T. Realmuto,-0.020262870257300326,-1.3043614842029365
488912,Tuffy Gosewisch,-0.18259889342956828,-1.8942809204383415
543308,John Hicks,-0.32478992297983733,-2.2894441670848735
642082,Chance Sisco,-0.30758594864123223,-2.6590805260034527
596119,Blake Swihart,-0.20241702767464764,-3.284418691048833
542194,Christian Bethancourt,-0.3091190014723696,-3.4123646572534883
488810,Tony Cruz,-0.4980250487674853,-3.974239889164533
519390,Stephen Vogt,-0.11509687651426165,-4.469902296307866
434567,Geovany Soto,-0.4022239276457511,-5.724048714326684
575929,Willson Contreras,-0.1350507344820067,-5.801644502612525
460269,Chris Gimenez,-0.25850225223365375,-6.0166399207382915
506747,Francisco Pena,-0.548218407951004,-6.051783005371133
489365,Josh Thole,-0.6874374118782695,-6.217183953027069
620443,Luis Torrens,-0.9192239329183574,-6.235095936985218
456078,Welington Castillo,-0.14751892163478966,-6.396125404241211
553869,Elias Diaz,-0.4060243350260213,-6.804155806366065
608596,Tom Murphy,-0.9747977267033635,-6.87134917553201
623143,Trevor Brown,-0.76725767164848,-7.347259463705845
430910,Brayan Pena,-0.6443581019039134,-7.541567224683402
607345,Kevan Smith,-0.45075834790889363,-7.853562695616653
595284,Andrew Knapp,-0.5997311930065988,-8.375246110337153
641598,Mitch Garver,-0.6928618431035483,-9.030761263011648
519237,Cameron Rupp,-0.2681622342430059,-9.665371408820661
592407,Bryan Holaday,-0.6858538194401692,-10.763789842294017
543302,Chris Herrmann,-0.6112718134644854,-11.544479469090273
572863,Dustin Garneau,-1.093329846993669,-12.505506789913586
489232,Anthony Recker,-1.6471238938149741,-13.144048672643494
519023,Devin Mesoraco,-0.8120015711840203,-13.607522329901812
516949,Hector Sanchez,-1.9602173032062105,-14.33898957295343
457454,Jarrod Saltalamacchia,-0.8776846606337814,-14.35804336330803
452672,Ryan Hanigan,-1.0442685271907852,-16.24986255161581
150229,A.J. Pierzynski,-0.7406301838138226,-16.844152270477768
518542,Juan Centeno,-1.3982315058858397,-16.92279591573632
488671,Alex Avila,-0.5418068350700639,-17.150353557307803
446308,Matt Wieters,-0.38177380565117575,-18.685537143791144
425900,Dioner Navarro,-1.2397937107275376,-21.930710949059414
460077,Drew Butera,-0.7286186778937535,-22.482257925089655
518960,Jonathan Lucroy,-0.41698491741811294,-25.06746529550728
541608,Ramon Cabrera,-3.4888876304678287,-25.98523507172439
454560,A.J. Ellis,-0.9663913598620774,-26.220130375777885
455139,Robinson Chirinos,-0.6118390360669059,-26.690866109382707
460026,Nick Hundley,-0.604033712010323,-27.475077424501553
553882,Omar Narvaez,-1.0903619492473988,-29.148645989230715
434563,Carlos Ruiz,-1.1588045429925142,-29.282990801420834
571466,Tucker Barnhart,-0.5840674036525431,-31.77151455648739
543510,James McCann,-0.6160971024487195,-35.07071145979091
521692,Salvador Perez,-0.719974974849945,-47.20803912593605
